Domain,Registrar,Creation_Date,Update_Date,SSL_Issuer,SSL_TTL,A_Record,NumOfIPs,TXTRecord,SPF,MX,DKIM,DMARC,AS,HTTP_Status,Server,Content,Entropy,Vowel_Ratio,Consonant_Ratio,Numerical_Ratio,Special_Char_Ratio,Vowel_Sequence,Consonant_Sequence,Numerical_Sequence,Special_Char_Sequence,Is_Unicode,Levenshtein_Distance,Location,Class
expresnyposudok.sk,"ACTIVE 24, s.r.o.",4,3,Let's Encrypt,89,31.15.10.2,1,1,1,1,0,0,25234,200,nginx,text/html; charset=UTF-8,3.46,0.33,0.61,0.0,0.0,1,3,0,0,False,12,Czechia,1
expresnygeodet.sk,"ACTIVE 24, s.r.o.",4,3,Let's Encrypt,36,31.15.10.47,1,1,1,1,0,0,25234,200,nginx,text/html; charset=UTF-8,3.5,0.35,0.59,0.0,0.0,2,3,0,0,False,10,Czechia,1
cosslovensko.sk,Key-Systems GmbH,4,1,None,0,None,0,0,0,0,0,0,None,0,None,None,2.92,0.27,0.67,0.0,0.0,1,3,0,0,False,4,None,1
hortonsk.sk,Gransy s.r.o.,4,2,None,0,89.185.244.82,1,1,1,1,1,1,24971,200,Microsoft-IIS/10.0,text/html,2.91,0.18,0.73,0.0,0.0,1,3,0,0,False,6,Czechia,1
copytrend.sk,"ACTIVE 24, s.r.o.",4,2,Let's Encrypt,36,31.15.10.97,1,1,1,1,0,1,25234,200,nginx,text/html; charset=UTF-8,3.58,0.25,0.67,0.0,0.0,1,2,0,0,False,5,Czechia,1
hothot.sk,Websupport s.r.o.,3,3,None,20,37.9.175.196,1,1,1,1,0,0,51013,200,openresty,text/html; charset=UTF-8,2.5,0.22,0.67,0.0,0.0,1,2,0,0,False,5,Slovakia,1
calzedonia-sk.sk,Gransy s.r.o.,4,3,Let's Encrypt,48,165.231.64.36,1,0,0,0,0,0,48950,200,Apache,text/html; charset=UTF-8,3.62,0.31,0.56,0.0,0.06,2,2,0,1,False,9,Germany,1
fitfloponsale.sk,NETIM,4,3,Google Trust Services,69,172.67.169.73,2,0,0,0,0,0,13335,403,cloudflare,text/html; charset=iso-8859-1,3.5,0.31,0.62,0.0,0.0,1,3,0,0,False,9,Canada,1
ethikaboxerky.sk,Key-Systems GmbH,4,3,None,0,None,0,0,0,0,0,0,None,0,None,None,3.58,0.38,0.56,0.0,0.0,1,2,0,0,False,10,None,1
fitflopobuv.sk,Gransy s.r.o.,4,3,Let's Encrypt,45,196.196.223.183,1,0,0,0,0,0,58065,200,Apache,text/html; charset=UTF-8,3.52,0.29,0.64,0.0,0.0,1,3,0,0,False,8,Estonia,1
02909.sk,Gransy s.r.o.,3,3,Let's Encrypt,73,202.95.15.138,2,0,0,0,0,0,152194,200,PWS/8.3.1.0.8,text/html,2.5,0.0,0.25,0.62,0.0,0,2,5,0,False,6,Malaysia,1
coachbratislava.sk,Key-Systems GmbH,4,3,None,0,None,0,0,0,0,0,0,None,0,None,None,3.5,0.33,0.61,0.0,0.0,2,4,0,0,False,10,None,1
fredperrybratislava.sk,NETIM,4,3,ZeroSSL,70,196.196.200.10,1,0,0,0,0,0,41564,403,nginx,text/html; charset=iso-8859-1,3.7,0.32,0.64,0.0,0.0,1,2,0,0,False,14,Finland,1
dope-snow-sk.sk,Gransy s.r.o.,3,3,Google Trust Services,40,172.67.176.115,2,0,0,0,0,0,13335,200,cloudflare,text/html; charset=UTF-8,3.19,0.2,0.6,0.0,0.13,1,2,0,1,False,7,Canada,1
amiri-slovensko.sk,Gransy s.r.o.,4,3,Let's Encrypt,32,165.231.153.31,1,0,0,0,0,0,58065,200,Apache,text/html; charset=UTF-8,3.57,0.33,0.56,0.0,0.06,1,3,0,1,False,7,United States,1
hoganbratislava.sk,Key-Systems GmbH,4,3,None,0,None,0,0,0,0,0,0,None,0,None,None,3.61,0.33,0.61,0.0,0.0,1,3,0,0,False,10,None,1
adidasoutletsk.sk,Gransy s.r.o.,4,4,None,0,196.196.204.32,1,0,0,0,0,0,58065,200,Apache,text/html; charset=UTF-8,3.34,0.35,0.59,0.0,0.0,2,3,0,0,False,9,Finland,1
gregory-slovensko.sk,Gransy s.r.o.,3,3,Google Trust Services,72,104.21.112.1,7,0,0,0,0,0,13335,500,cloudflare,text/html; charset=iso-8859-1,3.45,0.3,0.6,0.0,0.05,1,3,0,1,False,9,Canada,1
columbiabratislava.sk,Key-Systems GmbH,4,3,None,0,None,0,0,0,0,0,0,None,0,None,None,3.63,0.38,0.57,0.0,0.0,2,2,0,0,False,13,None,1
autoelektrony.sk,EXO TECHNOLOGIES spol. s r.o.,4,3,Let's Encrypt,79,109.74.157.48,1,1,1,1,1,1,29405,200,nginx,text/html; charset=UTF-8,3.5,0.44,0.5,0.0,0.0,2,3,0,0,False,7,Slovakia,1
finlando.sk,"ACTIVE 24, s.r.o.",4,1,None,0,None,0,0,0,0,0,0,None,0,None,None,3.28,0.27,0.64,0.0,0.0,1,2,0,0,False,5,None,1
dcshoesslovensko.sk,Gransy s.r.o.,3,3,Let's Encrypt,29,165.231.190.74,1,0,0,0,0,0,58065,200,Apache,text/html; charset=UTF-8,3.18,0.26,0.68,0.0,0.0,2,4,0,0,False,8,Estonia,1
gymsharkeu.sk,Gransy s.r.o.,3,3,Let's Encrypt,28,196.245.153.208,1,0,0,0,0,0,41564,200,Apache,text/html; charset=UTF-8,3.39,0.31,0.62,0.0,0.0,2,3,0,0,False,8,Slovakia,1
campersk.sk,Gransy s.r.o.,4,3,Google Trust Services,45,104.21.47.127,2,0,0,0,0,0,13335,200,cloudflare,text/html; charset=UTF-8,3.1,0.18,0.73,0.0,0.0,1,3,0,0,False,6,Canada,1
gabiony-eshop.sk,Gransy s.r.o.,3,3,Google Trust Services,43,104.21.16.1,7,0,0,0,0,0,13335,500,cloudflare,text/plain; charset=utf-8,3.75,0.38,0.5,0.0,0.06,2,2,0,1,False,8,Canada,1
cariumaoutlet.sk,NETIM,4,3,None,0,None,0,0,0,0,0,0,None,0,None,None,3.62,0.44,0.5,0.0,0.0,3,2,0,0,False,7,None,1
drscholl.sk,Key-Systems GmbH,4,3,None,0,None,0,0,0,0,0,0,None,0,None,None,3.1,0.09,0.82,0.0,0.0,1,5,0,0,False,6,None,1
hoodrichsk.sk,Gransy s.r.o.,3,3,Google Trust Services,34,104.21.64.1,7,0,0,0,0,0,13335,200,cloudflare,text/html; charset=UTF-8,3.09,0.23,0.69,0.0,0.0,2,4,0,0,False,6,Canada,1
guesskabelky.sk,Key-Systems GmbH,4,1,ZeroSSL,53,165.231.253.42,1,0,0,0,0,0,41564,403,Apache/2,text/html; charset=iso-8859-1,3.14,0.33,0.6,0.0,0.0,2,3,0,0,False,8,India,1
eileenfisherbratislava.sk,Key-Systems GmbH,4,3,None,0,None,0,0,0,0,0,0,None,0,None,None,3.59,0.4,0.56,0.0,0.0,2,3,0,0,False,17,None,1
dc-shoesslovensko.sk,Key-Systems GmbH,3,2,None,0,None,0,0,0,0,0,0,None,0,None,None,3.3,0.25,0.65,0.0,0.05,2,3,0,1,False,9,None,1
eccoo-buv.sk,Gransy s.r.o.,3,3,Google Trust Services,33,104.21.88.4,2,0,0,0,0,0,13335,200,cloudflare,text/html; charset=UTF-8,3.25,0.33,0.5,0.0,0.08,2,2,0,1,False,7,Canada,1
demoniatopanky.sk,Gransy s.r.o.,4,3,Let's Encrypt,61,196.242.179.43,1,0,0,0,0,0,58065,200,Apache,text/html; charset=UTF-8,3.62,0.41,0.53,0.0,0.0,2,2,0,0,False,10,South Africa,1
eccoobuv.sk,Key-Systems GmbH,4,3,"cPanel, LLC",68,196.247.60.154,1,0,0,0,0,0,41564,200,Apache,text/html; charset=UTF-8,3.1,0.36,0.55,0.0,0.0,2,2,0,0,False,6,None,1
adidasoutletslovensko.sk,Gransy s.r.o.,4,3,Google Trust Services,40,188.114.96.9,2,0,0,0,0,0,13335,200,cloudflare,text/html; charset=UTF-8,3.55,0.38,0.58,0.0,0.0,2,3,0,0,False,13,Canada,1
airjordanoutlet.sk,NETIM,4,3,ZeroSSL,89,196.247.50.202,1,0,0,0,0,0,58065,403,Apache/2,text/html; charset=iso-8859-1,3.73,0.39,0.56,0.0,0.0,2,2,0,0,False,11,United States,1
barboursslovensko.sk,Gransy s.r.o.,3,3,Google Trust Services,72,104.21.25.28,2,0,0,0,0,0,13335,200,cloudflare,text/html; charset=UTF-8,3.38,0.3,0.65,0.0,0.0,2,4,0,0,False,9,Canada,1
hugobossvypredaj.sk,Gransy s.r.o.,4,3,Let's Encrypt,28,196.245.153.236,1,0,0,0,0,0,41564,200,Apache,text/html; charset=UTF-8,3.89,0.32,0.63,0.0,0.0,1,3,0,0,False,11,Slovakia,1
dartyelektro.sk,"WebHouse, s.r.o.",2,1,None,0,None,0,0,0,0,0,0,None,0,None,None,3.37,0.33,0.6,0.0,0.0,2,3,0,0,False,8,None,1
barbour-slovensko.sk,Gransy s.r.o.,4,3,Let's Encrypt,85,196.196.233.109,1,0,0,0,0,0,46805,200,Apache,text/html; charset=UTF-8,3.55,0.3,0.6,0.0,0.05,2,3,0,1,False,9,United States,1
bershkask.sk,Gransy s.r.o.,4,3,Let's Encrypt,72,158.222.2.21,1,0,0,0,0,0,63119,200,Apache,text/html; charset=UTF-8,2.79,0.17,0.75,0.0,0.0,1,4,0,0,False,5,United States,1
gymshark-sk.sk,Gransy s.r.o.,4,3,Let's Encrypt,54,158.222.2.23,1,0,0,0,0,0,63119,200,Apache,text/html; charset=UTF-8,3.13,0.14,0.71,0.0,0.07,1,3,0,1,False,9,United States,1
fjallravenslovensko.sk,Gransy s.r.o.,4,3,Let's Encrypt,55,104.160.10.43,1,0,0,0,0,0,48950,200,Apache,text/html; charset=UTF-8,3.48,0.27,0.68,0.0,0.0,1,3,0,0,False,11,United States,1
guess-eshop.sk,Gransy s.r.o.,3,3,Google Trust Services,49,172.67.223.79,2,0,0,0,0,0,13335,200,cloudflare,text/html; charset=UTF-8,3.09,0.29,0.57,0.0,0.07,2,2,0,1,False,8,Canada,1
avantgardecasino.sk,NETIM,3,3,Google Trust Services,84,104.21.48.1,7,1,0,0,0,0,13335,200,cloudflare,text/html; charset=utf-8,3.62,0.37,0.58,0.0,0.0,1,3,0,0,False,10,Canada,1
freedommosesbratislava.sk,NETIM,4,3,ZeroSSL,59,165.231.223.157,1,0,0,0,0,0,58065,403,nginx,text/html; charset=iso-8859-1,3.7,0.36,0.6,0.0,0.0,2,3,0,0,False,16,United States,1
converseallstar.sk,Key-Systems GmbH,4,3,None,0,None,0,0,0,0,0,0,None,0,None,None,3.46,0.28,0.67,0.0,0.0,2,4,0,0,False,9,None,1
bapesk.sk,Gransy s.r.o.,3,3,Google Trust Services,68,172.67.140.88,2,0,0,0,0,0,13335,200,cloudflare,text/html; charset=UTF-8,2.73,0.22,0.67,0.0,0.0,1,2,0,0,False,4,Canada,1
balmainhaircouture.sk,Gransy s.r.o.,4,2,Let's Encrypt,9,77.78.104.3,1,1,1,1,0,1,15685,200,Apache/2.4.25 (Debian),text/html,3.88,0.43,0.52,0.0,0.0,2,2,0,0,False,13,Czechia,1
balmainhair.sk,Gransy s.r.o.,4,2,Let's Encrypt,9,77.78.104.3,1,1,1,1,0,1,15685,200,nginx,text/html; charset=utf-8,3.32,0.36,0.57,0.0,0.0,2,2,0,0,False,8,Czechia,1
columbiasslovenskooutlet.com,Web Commerce Communications Limited dba WebNic.cc,4,1,Let's Encrypt,82,196.245.153.196,1,0,0,0,0,0,41564,200,Apache,text/html; charset=UTF-8,3.7,0.39,0.57,0.0,0.0,3,3,0,0,False,17,Slovakia,1
hollister-sk.sk,Gransy s.r.o.,3,3,None,0,None,0,0,0,0,0,0,None,0,None,None,3.32,0.2,0.67,0.0,0.07,1,2,0,1,False,7,None,1
armanibratislava.sk,Key-Systems GmbH,4,3,None,0,None,0,0,0,0,0,0,None,0,None,None,3.32,0.37,0.58,0.0,0.0,1,2,0,0,False,11,None,1
airdropnews.sk,"INTERNET CZ, a.s.",4,1,None,0,None,0,0,0,0,0,0,None,0,None,None,3.52,0.29,0.64,0.0,0.0,2,3,0,0,False,8,None,1
filaslovakia.sk,Key-Systems GmbH,4,1,None,0,None,0,0,0,0,0,0,None,0,None,None,3.06,0.4,0.53,0.0,0.0,2,2,0,0,False,7,None,1
airjordanstenisky.sk,Key-Systems GmbH,4,3,None,0,None,0,0,0,0,0,0,None,0,None,None,3.58,0.35,0.6,0.0,0.0,2,3,0,0,False,12,None,1
arashoespredajne.sk,NETIM,4,3,None,0,None,0,0,0,0,0,0,None,0,None,None,3.39,0.37,0.58,0.0,0.0,2,3,0,0,False,12,None,1
gforeshoes.sk,Key-Systems GmbH,4,3,None,0,None,0,0,0,0,0,0,None,0,None,None,3.03,0.31,0.62,0.0,0.0,2,2,0,0,False,6,None,1
basetoools.sk,Gransy s.r.o.,4,3,Let's Encrypt,13,91.240.20.63,1,1,1,1,0,0,59939,200,Apache/2,text/html,2.97,0.38,0.54,0.0,0.0,3,2,0,0,False,7,The Netherlands,1
benetton-eshop.sk,Key-Systems GmbH,4,4,None,0,None,0,0,0,0,0,0,None,0,None,None,3.34,0.29,0.59,0.0,0.06,1,2,0,1,False,10,None,1
fossilbratislava.sk,NETIM,4,3,Let's Encrypt,65,196.196.192.232,1,0,0,0,0,0,41564,403,Apache/2,text/html; charset=iso-8859-1,3.37,0.32,0.63,0.0,0.0,1,3,0,0,False,11,Ireland,1
digitalnaznamka-rakusko.sk,InterNetX GmbH,4,3,None,0,185.104.28.27,1,0,0,1,0,0,206281,200,Apache/2.4.6 (CentOS),text/html; charset=UTF-8,3.72,0.35,0.58,0.0,0.04,1,2,0,1,False,16,The Netherlands,1
dcshoessslovensko.sk,Gransy s.r.o.,3,3,Google Trust Services,39,172.67.133.53,2,0,0,0,0,0,13335,200,cloudflare,text/html; charset=UTF-8,3.11,0.25,0.7,0.0,0.0,2,4,0,0,False,9,Canada,1
huntergumakysk.sk,Gransy s.r.o.,4,3,Let's Encrypt,80,196.245.153.224,1,0,0,0,0,0,41564,200,Apache,text/html; charset=UTF-8,3.57,0.29,0.65,0.0,0.0,1,2,0,0,False,9,Slovakia,1
converseoutlet.sk,NETIM,4,1,ZeroSSL,31,196.247.180.158,1,0,0,0,0,0,41564,403,Apache/2,text/html; charset=iso-8859-1,3.45,0.35,0.59,0.0,0.0,3,2,0,0,False,9,Poland,1
desigualbratislava.sk,Key-Systems GmbH,4,3,None,0,None,0,0,0,0,0,0,None,0,None,None,3.59,0.38,0.57,0.0,0.0,2,3,0,0,False,14,None,1
gymsharkslovensko.sk,Key-Systems GmbH,4,1,None,0,None,0,0,0,0,0,0,None,0,None,None,3.58,0.25,0.7,0.0,0.0,1,4,0,0,False,9,None,1
armanioutlet.sk,NETIM,4,3,Let's Encrypt,32,196.244.195.111,1,0,0,0,0,0,41564,403,nginx,text/html; charset=iso-8859-1,3.64,0.4,0.53,0.0,0.0,3,2,0,0,False,8,Singapore,1
anekkeslovensko.sk,Gransy s.r.o.,4,3,Let's Encrypt,87,196.247.59.117,1,0,0,0,0,0,41564,200,Apache,text/html; charset=UTF-8,2.97,0.33,0.61,0.0,0.0,1,3,0,0,False,7,Canada,1
floshoes.sk,Websupport s.r.o.,4,3,None,0,104.21.71.204,2,0,0,0,0,0,13335,0,None,None,2.85,0.27,0.64,0.0,0.0,2,2,0,0,False,5,None,1
123peniaze.sk,Gransy s.r.o.,3,3,Google Trust Services,50,172.67.198.245,2,0,0,0,0,0,13335,403,cloudflare,text/html; charset=UTF-8,3.55,0.31,0.38,0.23,0.0,2,2,3,0,False,7,Canada,1
bapeslovensko.sk,Gransy s.r.o.,4,1,None,0,None,0,0,0,0,0,0,None,0,None,None,3.33,0.31,0.62,0.0,0.0,1,3,0,0,False,5,None,1
airjordanslovensko.sk,"WebHouse, s.r.o.",3,3,Google Trust Services,75,104.21.112.1,7,0,0,0,0,0,13335,403,cloudflare,text/html,3.56,0.33,0.62,0.0,0.0,2,3,0,0,False,10,Canada,1
brookstopanky.sk,Gransy s.r.o.,4,2,Let's Encrypt,71,196.242.16.75,1,0,0,0,0,0,41564,200,Apache,text/html; charset=UTF-8,3.28,0.31,0.62,0.0,0.0,2,3,0,0,False,8,South Africa,1
apple-store.sk,Gransy s.r.o.,4,3,None,0,80.211.205.197,1,0,0,1,0,0,24806,0,None,None,3.38,0.29,0.57,0.0,0.07,1,3,0,1,False,6,Czechia,1
basettools.sk,Gransy s.r.o.,4,3,Let's Encrypt,32,91.240.20.64,1,1,1,1,0,0,59939,200,nginx,text/html; charset=UTF-8,3.03,0.31,0.62,0.0,0.0,2,2,0,0,False,7,The Netherlands,1
caterpillarshop.sk,Gransy s.r.o.,4,1,None,0,None,0,0,0,0,0,0,None,0,None,None,3.61,0.28,0.67,0.0,0.0,1,3,0,0,False,9,None,1
haixslovensko.sk,Gransy s.r.o.,3,3,Let's Encrypt,78,196.196.154.248,1,0,0,0,0,0,58065,200,Apache,text/html; charset=UTF-8,3.45,0.31,0.62,0.0,0.0,2,3,0,0,False,5,Sweden,1
allsaintsonline.sk,NETIM,4,3,None,0,None,0,0,0,0,0,0,None,0,None,None,3.16,0.33,0.61,0.0,0.0,2,3,0,0,False,9,None,1
balmainbratislava.sk,Key-Systems GmbH,4,3,None,0,None,0,0,0,0,0,0,None,0,None,None,3.34,0.35,0.6,0.0,0.0,2,3,0,0,False,13,None,1
guesslovensko.sk,Gransy s.r.o.,3,3,Google Trust Services,74,172.67.181.53,2,0,0,0,0,0,13335,200,cloudflare,text/html; charset=UTF-8,3.12,0.31,0.62,0.0,0.0,2,3,0,0,False,5,Canada,1
booho.sk,"ACTIVE 24, s.r.o.",4,3,None,0,162.159.136.54,2,1,1,1,0,0,13335,409,cloudflare,text/html; charset=UTF-8,2.41,0.38,0.5,0.0,0.0,2,2,0,0,False,4,Canada,1
dogecoin.sk,"WebHouse, s.r.o.",4,2,None,51,86.110.243.202,1,0,0,0,0,0,29405,200,Apache,text/html,3.28,0.36,0.55,0.0,0.0,2,2,0,0,False,6,None,1
christopheresberbratislava.sk,Key-Systems GmbH,4,3,None,0,None,0,0,0,0,0,0,None,0,None,None,3.7,0.31,0.66,0.0,0.0,1,3,0,0,False,19,None,1
dcshoes-sk.sk,Gransy s.r.o.,3,3,Google Trust Services,46,104.21.10.74,2,0,0,0,0,0,13335,200,cloudflare,text/html; charset=UTF-8,2.93,0.15,0.69,0.0,0.08,2,4,0,1,False,6,Canada,1
eccoeshopsk.sk,Gransy s.r.o.,3,3,Google Trust Services,38,104.21.64.1,7,0,0,0,0,0,13335,403,cloudflare,text/html,2.9,0.29,0.64,0.0,0.0,2,3,0,0,False,8,Canada,1
belenkask.sk,Gransy s.r.o.,4,2,None,0,None,0,0,0,0,0,0,None,0,None,None,2.86,0.25,0.67,0.0,0.0,1,2,0,0,False,6,None,1
belenkatenisky.sk,Gransy s.r.o.,3,3,Let's Encrypt,44,196.245.153.197,1,0,0,0,0,0,41564,200,Apache,text/html; charset=UTF-8,3.29,0.35,0.59,0.0,0.0,1,2,0,0,False,9,Slovakia,1
benettoneshop.sk,Key-Systems GmbH,4,3,None,0,None,0,0,0,0,0,0,None,0,None,None,3.2,0.31,0.62,0.0,0.0,1,2,0,0,False,9,None,1
crocsrx.sk,MarkMonitor International Limited,4,3,None,0,93.191.168.52,1,0,0,0,0,0,NA,0,None,None,2.72,0.1,0.8,0.0,0.0,1,4,0,0,False,5,France,1
fitflopsk.sk,Gransy s.r.o.,4,1,None,0,None,0,0,0,0,0,0,None,0,None,None,3.08,0.17,0.75,0.0,0.0,1,3,0,0,False,7,None,1

